Image,TP0,FP0,FN0,TN0,IOU0,TPw0,FPw0,FNw0,FWB0,TP1,FP1,FN1,TN1,IOU1,TPw1,FPw1,FNw1,FWB1,TP2,FP2,FN2,TN2,IOU2,TPw2,FPw2,FNw2,FWB2,TP3,FP3,FN3,TN3,IOU3,TPw3,FPw3,FNw3,FWB3
046829.png,223462.0,106.0,252.0,6580.0,0.9984005004021088,-1.0,-1.0,-1.0,-1.0,1344.0,193.0,141.0,228722.0,0.8009535160905841,-1.0,-1.0,-1.0,-1.0,314.0,31.0,51.0,230004.0,0.7929292929292929,-1.0,-1.0,-1.0,-1.0,4726.0,224.0,110.0,225340.0,0.9339920948616601,-1.0,-1.0,-1.0,-1.0
046830.png,225942.0,84.0,146.0,4228.0,0.998983074828007,-1.0,-1.0,-1.0,-1.0,643.0,111.0,105.0,229541.0,0.7485448195576252,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,230398.0,0.0,-1.0,-1.0,-1.0,-1.0,3478.0,142.0,84.0,226696.0,0.9389848812095032,-1.0,-1.0,-1.0,-1.0
046876.png,214847.0,197.0,142.0,15214.0,0.9984246187019602,-1.0,-1.0,-1.0,-1.0,2416.0,224.0,136.0,227624.0,0.8703170028818443,-1.0,-1.0,-1.0,-1.0,2223.0,64.0,132.0,227981.0,0.9189747829681687,-1.0,-1.0,-1.0,-1.0,10323.0,106.0,181.0,219790.0,0.9729500471253535,-1.0,-1.0,-1.0,-1.0
046877.png,222707.0,95.0,131.0,7467.0,0.998986242503353,-1.0,-1.0,-1.0,-1.0,3254.0,70.0,66.0,227010.0,0.959882005899705,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,4172.0,102.0,70.0,226056.0,0.9604051565377533,-1.0,-1.0,-1.0,-1.0
046878.png,225008.0,110.0,144.0,5138.0,0.9988724241105912,-1.0,-1.0,-1.0,-1.0,2500.0,96.0,87.0,227717.0,0.9317927692881103,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,2575.0,111.0,86.0,227628.0,0.9289321789321789,-1.0,-1.0,-1.0,-1.0
046879.png,217414.0,127.0,194.0,12665.0,0.9985257308195743,-1.0,-1.0,-1.0,-1.0,2567.0,159.0,121.0,227553.0,0.9016508605549701,-1.0,-1.0,-1.0,-1.0,1415.0,15.0,65.0,228905.0,0.9464882943143813,-1.0,-1.0,-1.0,-1.0,8539.0,164.0,85.0,221612.0,0.9716659080564406,-1.0,-1.0,-1.0,-1.0
046880.png,216758.0,135.0,120.0,13387.0,0.9988249551870164,-1.0,-1.0,-1.0,-1.0,1967.0,109.0,106.0,228218.0,0.9014665444546288,-1.0,-1.0,-1.0,-1.0,1676.0,9.0,44.0,228671.0,0.9693464430306535,-1.0,-1.0,-1.0,-1.0,9616.0,130.0,113.0,220541.0,0.9753524698245258,-1.0,-1.0,-1.0,-1.0
046881.png,226152.0,99.0,127.0,4022.0,0.9990016697735645,-1.0,-1.0,-1.0,-1.0,1669.0,144.0,56.0,228531.0,0.8929909042268592,-1.0,-1.0,-1.0,-1.0,96.0,47.0,34.0,230223.0,0.5423728813559322,-1.0,-1.0,-1.0,-1.0,2134.0,59.0,132.0,228075.0,0.9178494623655914,-1.0,-1.0,-1.0,-1.0
046882.png,227017.0,144.0,53.0,3186.0,0.9991329759609883,-1.0,-1.0,-1.0,-1.0,1644.0,112.0,80.0,228564.0,0.8954248366013072,-1.0,-1.0,-1.0,-1.0,65.0,26.0,79.0,230230.0,0.38235294117647056,-1.0,-1.0,-1.0,-1.0,1343.0,49.0,119.0,228889.0,0.8888153540701522,-1.0,-1.0,-1.0,-1.0
046883.png,225158.0,129.0,87.0,5026.0,0.9990415930852716,-1.0,-1.0,-1.0,-1.0,1103.0,230.0,128.0,228939.0,0.7549623545516769,-1.0,-1.0,-1.0,-1.0,34.0,2.0,144.0,230220.0,0.18888888888888888,-1.0,-1.0,-1.0,-1.0,3655.0,89.0,91.0,226565.0,0.9530638852672751,-1.0,-1.0,-1.0,-1.0
